"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","13.03.2021 08:00 - 13.03.2021 09:00 (CET)","282","2148","273","509","172","3","n/e","n/e","n/e","242","0","189","56","n/e","3482","54","269","337","20","n/e","222"
"Czech Republic (CZ)","13.03.2021 09:00 - 13.03.2021 10:00 (CET)","285","2112","276","698","171","3","n/e","n/e","n/e","86","0","189","54","n/e","3480","54","271","574","20","n/e","237"
"Czech Republic (CZ)","13.03.2021 10:00 - 13.03.2021 11:00 (CET)","287","2130","278","693","171","3","n/e","n/e","n/e","89","0","189","45","n/e","3478","53","272","612","20","n/e","249"
"Czech Republic (CZ)","13.03.2021 11:00 - 13.03.2021 12:00 (CET)","286","2246","278","693","174","3","n/e","n/e","n/e","107","0","189","71","n/e","3475","59","275","530","20","n/e","259"
"Czech Republic (CZ)","13.03.2021 12:00 - 13.03.2021 13:00 (CET)","287","2261","276","649","176","3","n/e","n/e","n/e","0","0","189","69","n/e","3471","57","277","505","20","n/e","266"
"Czech Republic (CZ)","13.03.2021 13:00 - 13.03.2021 14:00 (CET)","289","2201","272","656","176","3","n/e","n/e","n/e","131","0","190","65","n/e","3464","52","277","545","20","n/e","264"
"Czech Republic (CZ)","13.03.2021 14:00 - 13.03.2021 15:00 (CET)","285","2215","277","649","177","3","n/e","n/e","n/e","133","0","190","73","n/e","3463","48","276","440","20","n/e","260"
"Czech Republic (CZ)","13.03.2021 15:00 - 13.03.2021 16:00 (CET)","285","2230","277","662","175","3","n/e","n/e","n/e","181","0","189","79","n/e","3463","46","274","314","20","n/e","258"
"Czech Republic (CZ)","13.03.2021 16:00 - 13.03.2021 17:00 (CET)","285","2154","271","446","174","3","n/e","n/e","n/e","410","0","190","80","n/e","3462","48","275","190","20","n/e","269"
"Czech Republic (CZ)","13.03.2021 17:00 - 13.03.2021 18:00 (CET)","285","2193","276","353","173","3","n/e","n/e","n/e","372","0","184","196","n/e","3462","52","277","32","20","n/e","263"
"Czech Republic (CZ)","13.03.2021 18:00 - 13.03.2021 19:00 (CET)","284","2244","273","365","176","4","n/e","n/e","n/e","271","0","185","217","n/e","3464","53","278","3","20","n/e","255"
"Czech Republic (CZ)","13.03.2021 19:00 - 13.03.2021 20:00 (CET)","285","2232","271","370","173","3","n/e","n/e","n/e","372","0","183","213","n/e","3465","58","279","0","20","n/e","262"
"Czech Republic (CZ)","13.03.2021 20:00 - 13.03.2021 21:00 (CET)","285","2206","273","370","174","4","n/e","n/e","n/e","432","0","186","155","n/e","3465","57","281","0","20","n/e","266"
"Czech Republic (CZ)","13.03.2021 21:00 - 13.03.2021 22:00 (CET)","284","2006","254","357","175","5","n/e","n/e","n/e","216","0","194","48","n/e","3467","54","278","0","22","n/e","227"
"Czech Republic (CZ)","13.03.2021 22:00 - 13.03.2021 23:00 (CET)","281","1830","248","338","167","4","n/e","n/e","n/e","3","59","195","36","n/e","3471","30","261","0","23","n/e","206"
"Czech Republic (CZ)","13.03.2021 23:00 - 14.03.2021 00:00 (CET)","284","1797","251","333","166","4","n/e","n/e","n/e","0","0","195","32","n/e","3473","27","262","0","24","n/e","211"
"Czech Republic (CZ)","14.03.2021 00:00 - 14.03.2021 01:00 (CET)","283","1740","236","331","168","4","n/e","n/e","n/e","0","307","196","23","n/e","3433","26","263","0","26","n/e","202"
"Czech Republic (CZ)","14.03.2021 01:00 - 14.03.2021 02:00 (CET)","283","1747","243","331","164","3","n/e","n/e","n/e","0","160","195","23","n/e","3445","27","264","0","26","n/e","184"
"Czech Republic (CZ)","14.03.2021 02:00 - 14.03.2021 03:00 (CET)","284","1805","255","337","158","3","n/e","n/e","n/e","0","312","195","24","n/e","3472","30","266","0","25","n/e","178"
"Czech Republic (CZ)","14.03.2021 03:00 - 14.03.2021 04:00 (CET)","285","1806","254","338","159","3","n/e","n/e","n/e","0","311","195","24","n/e","3477","30","266","0","26","n/e","185"
"Czech Republic (CZ)","14.03.2021 04:00 - 14.03.2021 05:00 (CET)","286","1830","256","341","166","3","n/e","n/e","n/e","0","309","192","25","n/e","3477","32","266","0","26","n/e","181"
"Czech Republic (CZ)","14.03.2021 05:00 - 14.03.2021 06:00 (CET)","286","1873","255","351","168","3","n/e","n/e","n/e","0","308","192","24","n/e","3481","35","268","2","26","n/e","183"
"Czech Republic (CZ)","14.03.2021 06:00 - 14.03.2021 07:00 (CET)","286","1800","251","353","169","3","n/e","n/e","n/e","0","307","190","35","n/e","3482","49","274","11","26","n/e","189"
"Czech Republic (CZ)","14.03.2021 07:00 - 14.03.2021 08:00 (CET)","286","1835","260","355","170","3","n/e","n/e","n/e","0","305","189","49","n/e","3482","52","274","110","26","n/e","201"
"Czech Republic (CZ)","14.03.2021 08:00 - 14.03.2021 09:00 (CET)","286","1910","262","359","166","4","n/e","n/e","n/e","0","139","189","48","n/e","3483","53","275","330","26","n/e","206"
"Czech Republic (CZ)","14.03.2021 09:00 - 14.03.2021 10:00 (CET)","286","1917","261","356","172","3","n/e","n/e","n/e","0","811","188","44","n/e","3481","52","276","561","26","n/e","225"
"Czech Republic (CZ)","14.03.2021 10:00 - 14.03.2021 11:00 (CET)","286","1896","262","352","171","3","n/e","n/e","n/e","0","825","188","36","n/e","3482","53","277","654","26","n/e","236"
"Czech Republic (CZ)","14.03.2021 11:00 - 14.03.2021 12:00 (CET)","286","1987","269","355","174","5","n/e","n/e","n/e","0","629","191","25","n/e","3484","54","278","697","26","n/e","236"
"Czech Republic (CZ)","14.03.2021 12:00 - 14.03.2021 13:00 (CET)","287","1945","272","359","180","9","n/e","n/e","n/e","0","331","192","25","n/e","3484","56","281","561","26","n/e","240"
"Czech Republic (CZ)","14.03.2021 13:00 - 14.03.2021 14:00 (CET)","289","1941","264","355","173","5","n/e","n/e","n/e","0","324","190","24","n/e","3481","55","280","446","26","n/e","214"
"Czech Republic (CZ)","14.03.2021 14:00 - 14.03.2021 15:00 (CET)","289","1926","263","353","174","4","n/e","n/e","n/e","0","320","191","24","n/e","3481","53","278","378","26","n/e","179"
"Czech Republic (CZ)","14.03.2021 15:00 - 14.03.2021 16:00 (CET)","290","2018","262","355","174","3","n/e","n/e","n/e","0","0","192","24","n/e","3481","56","280","311","26","n/e","123"
"Czech Republic (CZ)","14.03.2021 16:00 - 14.03.2021 17:00 (CET)","288","2081","261","353","176","3","n/e","n/e","n/e","0","0","195","23","n/e","3481","54","279","178","26","n/e","100"
"Czech Republic (CZ)","14.03.2021 17:00 - 14.03.2021 18:00 (CET)","287","2095","267","356","172","3","n/e","n/e","n/e","12","0","192","37","n/e","3481","52","278","41","26","n/e","99"
"Czech Republic (CZ)","14.03.2021 18:00 - 14.03.2021 19:00 (CET)","286","2182","264","364","173","3","n/e","n/e","n/e","693","0","186","166","n/e","3482","57","282","3","26","n/e","93"
"Czech Republic (CZ)","14.03.2021 19:00 - 14.03.2021 20:00 (CET)","287","2214","264","366","170","3","n/e","n/e","n/e","757","0","183","229","n/e","3486","60","283","0","26","n/e","94"
"Czech Republic (CZ)","14.03.2021 20:00 - 14.03.2021 21:00 (CET)","285","2177","261","363","169","3","n/e","n/e","n/e","736","0","187","127","n/e","3487","57","282","0","26","n/e","98"
"Czech Republic (CZ)","14.03.2021 21:00 - 14.03.2021 22:00 (CET)","285","2126","253","361","171","4","n/e","n/e","n/e","136","0","192","46","n/e","3485","52","280","0","26","n/e","86"
"Czech Republic (CZ)","14.03.2021 22:00 - 14.03.2021 23:00 (CET)","283","2044","256","347","165","3","n/e","n/e","n/e","0","0","191","33","n/e","3487","31","269","0","26","n/e","99"
"Czech Republic (CZ)","14.03.2021 23:00 - 15.03.2021 00:00 (CET)","284","2022","254","345","170","4","n/e","n/e","n/e","0","0","192","28","n/e","3487","27","268","0","26","n/e","92"
"Czech Republic (CZ)","15.03.2021 00:00 - 15.03.2021 01:00 (CET)","283","1908","254","343","171","3","n/e","n/e","n/e","0","0","193","26","n/e","3486","27","266","0","26","n/e","94"
"Czech Republic (CZ)","15.03.2021 01:00 - 15.03.2021 02:00 (CET)","280","1919","254","344","175","3","n/e","n/e","n/e","0","323","191","25","n/e","3490","27","267","0","26","n/e","82"
"Czech Republic (CZ)","15.03.2021 02:00 - 15.03.2021 03:00 (CET)","284","1989","255","348","174","3","n/e","n/e","n/e","0","885","191","21","n/e","3491","31","268","0","26","n/e","87"
"Czech Republic (CZ)","15.03.2021 03:00 - 15.03.2021 04:00 (CET)","283","1973","254","351","172","3","n/e","n/e","n/e","0","928","192","21","n/e","3488","31","268","0","26","n/e","76"
"Czech Republic (CZ)","15.03.2021 04:00 - 15.03.2021 05:00 (CET)","280","2097","256","361","174","3","n/e","n/e","n/e","0","917","192","21","n/e","3488","33","268","0","26","n/e","63"
"Czech Republic (CZ)","15.03.2021 05:00 - 15.03.2021 06:00 (CET)","286","2341","255","370","175","3","n/e","n/e","n/e","0","71","190","23","n/e","3491","37","269","2","26","n/e","62"
"Czech Republic (CZ)","15.03.2021 06:00 - 15.03.2021 07:00 (CET)","287","2543","277","490","180","4","n/e","n/e","n/e","0","0","181","212","n/e","3489","57","280","20","26","n/e","61"
"Czech Republic (CZ)","15.03.2021 07:00 - 15.03.2021 08:00 (CET)","288","2807","271","813","168","3","n/e","n/e","n/e","0","0","176","410","n/e","3489","63","281","188","26","n/e","61"
"Czech Republic (CZ)","15.03.2021 08:00 - 15.03.2021 09:00 (CET)","292","2880","269","1163","182","3","n/e","n/e","n/e","75","0","176","409","n/e","3490","66","281","469","27","n/e","51"
"Czech Republic (CZ)","15.03.2021 09:00 - 15.03.2021 10:00 (CET)","292","2895","268","1190","184","3","n/e","n/e","n/e","70","0","179","189","n/e","3488","65","279","712","27","n/e","51"
"Czech Republic (CZ)","15.03.2021 10:00 - 15.03.2021 11:00 (CET)","297","2695","280","1153","181","3","n/e","n/e","n/e","68","0","184","56","n/e","3485","64","279","792","27","n/e","63"
"Czech Republic (CZ)","15.03.2021 11:00 - 15.03.2021 12:00 (CET)","299","2731","282","1137","183","3","n/e","n/e","n/e","84","0","186","34","n/e","3485","59","278","735","27","n/e","57"
"Czech Republic (CZ)","15.03.2021 12:00 - 15.03.2021 13:00 (CET)","296","2802","285","1153","183","4","n/e","n/e","n/e","172","0","187","32","n/e","3487","56","277","662","27","n/e","53"
"Czech Republic (CZ)","15.03.2021 13:00 - 15.03.2021 14:00 (CET)","297","2792","284","1150","187","5","n/e","n/e","n/e","2","0","190","32","n/e","3485","58","278","581","27","n/e","53"
"Czech Republic (CZ)","15.03.2021 14:00 - 15.03.2021 15:00 (CET)","300","2745","284","1146","184","4","n/e","n/e","n/e","0","0","190","32","n/e","3482","53","276","401","27","n/e","73"
"Czech Republic (CZ)","15.03.2021 15:00 - 15.03.2021 16:00 (CET)","302","2710","284","1147","188","3","n/e","n/e","n/e","273","0","189","31","n/e","3484","55","278","289","26","n/e","98"
"Czech Republic (CZ)","15.03.2021 16:00 - 15.03.2021 17:00 (CET)","300","2805","283","1150","193","3","n/e","n/e","n/e","257","0","191","38","n/e","3483","55","279","197","27","n/e","87"
"Czech Republic (CZ)","15.03.2021 17:00 - 15.03.2021 18:00 (CET)","298","2778","256","1188","189","3","n/e","n/e","n/e","525","0","183","238","n/e","3482","61","281","52","27","n/e","71"
"Czech Republic (CZ)","15.03.2021 18:00 - 15.03.2021 19:00 (CET)","297","3005","251","1195","192","4","n/e","n/e","n/e","602","0","179","416","n/e","3482","63","285","4","27","n/e","67"
"Czech Republic (CZ)","15.03.2021 19:00 - 15.03.2021 20:00 (CET)","296","3118","261","1213","191","6","n/e","n/e","n/e","651","0","179","433","n/e","3483","63","286","0","27","n/e","91"
"Czech Republic (CZ)","15.03.2021 20:00 - 15.03.2021 21:00 (CET)","299","3065","253","1198","189","3","n/e","n/e","n/e","547","0","184","236","n/e","3484","66","288","0","27","n/e","130"
"Czech Republic (CZ)","15.03.2021 21:00 - 15.03.2021 22:00 (CET)","293","2832","278","842","185","3","n/e","n/e","n/e","4","0","192","78","n/e","3481","59","283","0","26","n/e","127"
"Czech Republic (CZ)","15.03.2021 22:00 - 15.03.2021 23:00 (CET)","291","2722","275","354","187","5","n/e","n/e","n/e","104","0","193","39","n/e","3483","35","273","0","26","n/e","122"
"Czech Republic (CZ)","15.03.2021 23:00 - 16.03.2021 00:00 (CET)","290","2569","272","345","178","4","n/e","n/e","n/e","0","1","194","26","n/e","3487","29","270","0","26","n/e","146"
"Czech Republic (CZ)","16.03.2021 00:00 - 16.03.2021 01:00 (CET)","287","2546","243","346","173","4","n/e","n/e","n/e","0","546","195","18","n/e","3487","26","267","0","26","n/e","142"
"Czech Republic (CZ)","16.03.2021 01:00 - 16.03.2021 02:00 (CET)","287","2520","253","348","172","3","n/e","n/e","n/e","0","833","195","18","n/e","3488","27","266","0","26","n/e","128"
"Czech Republic (CZ)","16.03.2021 02:00 - 16.03.2021 03:00 (CET)","287","2540","253","350","175","4","n/e","n/e","n/e","0","724","195","18","n/e","3488","29","268","0","26","n/e","149"
"Czech Republic (CZ)","16.03.2021 03:00 - 16.03.2021 04:00 (CET)","288","2619","251","352","177","3","n/e","n/e","n/e","0","822","195","18","n/e","3486","30","266","0","26","n/e","159"
"Czech Republic (CZ)","16.03.2021 04:00 - 16.03.2021 05:00 (CET)","289","2674","249","360","171","4","n/e","n/e","n/e","0","814","195","18","n/e","3482","32","266","0","26","n/e","167"
"Czech Republic (CZ)","16.03.2021 05:00 - 16.03.2021 06:00 (CET)","289","2732","252","637","179","4","n/e","n/e","n/e","0","683","193","27","n/e","3486","38","268","3","26","n/e","170"
"Czech Republic (CZ)","16.03.2021 06:00 - 16.03.2021 07:00 (CET)","292","3412","259","1138","186","4","n/e","n/e","n/e","0","5","182","161","n/e","3487","60","278","12","26","n/e","161"
"Czech Republic (CZ)","16.03.2021 07:00 - 16.03.2021 08:00 (CET)","292","3818","256","1226","182","4","n/e","n/e","n/e","255","0","179","435","n/e","3485","67","280","76","26","n/e","168"
"Czech Republic (CZ)","16.03.2021 08:00 - 16.03.2021 09:00 (CET)","291","3882","258","1218","181","6","n/e","n/e","n/e","377","0","174","435","n/e","3484","70","279","202","27","n/e","168"
"Czech Republic (CZ)","16.03.2021 09:00 - 16.03.2021 10:00 (CET)","291","3953","256","1215","185","4","n/e","n/e","n/e","280","0","173","272","n/e","3486","70","280","356","27","n/e","168"
"Czech Republic (CZ)","16.03.2021 10:00 - 16.03.2021 11:00 (CET)","291","3677","263","1173","187","5","n/e","n/e","n/e","443","0","187","64","n/e","3485","61","277","439","27","n/e","175"
"Czech Republic (CZ)","16.03.2021 11:00 - 16.03.2021 12:00 (CET)","283","3420","267","1171","193","5","n/e","n/e","n/e","269","0","183","267","n/e","3484","59","279","489","27","n/e","185"
"Czech Republic (CZ)","16.03.2021 12:00 - 16.03.2021 13:00 (CET)","278","3384","263","1166","194","4","n/e","n/e","n/e","227","0","192","41","n/e","3486","62","281","605","27","n/e","172"
"Czech Republic (CZ)","16.03.2021 13:00 - 16.03.2021 14:00 (CET)","283","3328","270","1162","201","6","n/e","n/e","n/e","164","0","192","38","n/e","3487","59","279","551","27","n/e","155"
"Czech Republic (CZ)","16.03.2021 14:00 - 16.03.2021 15:00 (CET)","291","3203","269","1159","198","5","n/e","n/e","n/e","234","0","189","98","n/e","3486","58","279","440","27","n/e","140"
"Czech Republic (CZ)","16.03.2021 15:00 - 16.03.2021 16:00 (CET)","292","3270","267","1176","197","5","n/e","n/e","n/e","162","0","187","144","n/e","3486","59","281","301","27","n/e","129"
"Czech Republic (CZ)","16.03.2021 16:00 - 16.03.2021 17:00 (CET)","292","3432","269","1193","202","5","n/e","n/e","n/e","273","0","188","166","n/e","3487","65","284","152","27","n/e","134"
"Czech Republic (CZ)","16.03.2021 17:00 - 16.03.2021 18:00 (CET)","293","3561","260","1205","205","5","n/e","n/e","n/e","308","0","183","284","n/e","3487","65","284","42","27","n/e","144"
"Czech Republic (CZ)","16.03.2021 18:00 - 16.03.2021 19:00 (CET)","292","3702","262","1217","199","6","n/e","n/e","n/e","289","0","182","451","n/e","3484","68","287","3","27","n/e","143"
"Czech Republic (CZ)","16.03.2021 19:00 - 16.03.2021 20:00 (CET)","291","3574","262","1219","198","6","n/e","n/e","n/e","339","0","183","464","n/e","3487","70","287","0","27","n/e","136"
"Czech Republic (CZ)","16.03.2021 20:00 - 16.03.2021 21:00 (CET)","290","3503","259","1205","186","5","n/e","n/e","n/e","169","0","183","455","n/e","3487","70","288","0","27","n/e","129"
"Czech Republic (CZ)","16.03.2021 21:00 - 16.03.2021 22:00 (CET)","290","3309","266","1165","184","5","n/e","n/e","n/e","2","0","187","225","n/e","3488","64","286","0","26","n/e","122"
"Czech Republic (CZ)","16.03.2021 22:00 - 16.03.2021 23:00 (CET)","290","3206","247","1112","183","4","n/e","n/e","n/e","0","0","189","119","n/e","3487","35","274","0","26","n/e","119"
"Czech Republic (CZ)","16.03.2021 23:00 - 17.03.2021 00:00 (CET)","289","2928","252","814","178","4","n/e","n/e","n/e","0","29","196","33","n/e","3489","29","271","0","26","n/e","104"
"Czech Republic (CZ)","17.03.2021 00:00 - 17.03.2021 01:00 (CET)","293","2726","264","349","172","4","n/e","n/e","n/e","0","833","196","33","n/e","3491","28","268","0","26","n/e","99"
"Czech Republic (CZ)","17.03.2021 01:00 - 17.03.2021 02:00 (CET)","292","2732","265","351","173","4","n/e","n/e","n/e","0","836","197","21","n/e","3490","27","267","0","26","n/e","91"
"Czech Republic (CZ)","17.03.2021 02:00 - 17.03.2021 03:00 (CET)","291","2677","264","350","168","3","n/e","n/e","n/e","0","830","196","20","n/e","3490","30","268","0","26","n/e","75"
"Czech Republic (CZ)","17.03.2021 03:00 - 17.03.2021 04:00 (CET)","291","2681","252","356","173","3","n/e","n/e","n/e","0","823","196","20","n/e","3489","31","267","0","26","n/e","83"
"Czech Republic (CZ)","17.03.2021 04:00 - 17.03.2021 05:00 (CET)","291","2789","264","365","182","4","n/e","n/e","n/e","0","816","194","20","n/e","3489","33","266","0","26","n/e","84"
"Czech Republic (CZ)","17.03.2021 05:00 - 17.03.2021 06:00 (CET)","292","2955","265","623","183","4","n/e","n/e","n/e","0","781","194","19","n/e","3491","39","268","1","26","n/e","88"
"Czech Republic (CZ)","17.03.2021 06:00 - 17.03.2021 07:00 (CET)","294","3407","253","1163","187","4","n/e","n/e","n/e","0","5","189","109","n/e","3490","65","281","11","26","n/e","106"
"Czech Republic (CZ)","17.03.2021 07:00 - 17.03.2021 08:00 (CET)","295","3541","259","1236","185","5","n/e","n/e","n/e","334","0","183","311","n/e","3491","70","282","110","26","n/e","111"
"Czech Republic (CZ)","17.03.2021 08:00 - 17.03.2021 09:00 (CET)","293","3546","260","1203","189","5","n/e","n/e","n/e","219","0","180","459","n/e","3492","67","281","312","27","n/e","90"
"Czech Republic (CZ)","17.03.2021 09:00 - 17.03.2021 10:00 (CET)","296","3576","261","1214","194","4","n/e","n/e","n/e","279","0","179","294","n/e","3490","62","280","467","27","n/e","76"
"Czech Republic (CZ)","17.03.2021 10:00 - 17.03.2021 11:00 (CET)","301","3781","263","1042","200","10","n/e","n/e","n/e","4","0","183","154","n/e","3490","62","278","499","27","n/e","65"
"Czech Republic (CZ)","17.03.2021 11:00 - 17.03.2021 12:00 (CET)","301","3921","263","1110","195","9","n/e","n/e","n/e","0","0","190","38","n/e","3492","67","281","497","27","n/e","70"
"Czech Republic (CZ)","17.03.2021 12:00 - 17.03.2021 13:00 (CET)","301","3862","261","1123","194","9","n/e","n/e","n/e","0","0","191","34","n/e","3490","66","279","479","27","n/e","88"
"Czech Republic (CZ)","17.03.2021 13:00 - 17.03.2021 14:00 (CET)","302","3673","263","1206","199","10","n/e","n/e","n/e","0","0","190","35","n/e","3489","62","279","450","27","n/e","85"
"Czech Republic (CZ)","17.03.2021 14:00 - 17.03.2021 15:00 (CET)","300","3564","260","1162","194","7","n/e","n/e","n/e","0","0","194","32","n/e","3490","61","279","422","27","n/e","89"
"Czech Republic (CZ)","17.03.2021 15:00 - 17.03.2021 16:00 (CET)","299","3618","261","1170","188","6","n/e","n/e","n/e","0","0","192","31","n/e","3491","60","281","321","27","n/e","94"
"Czech Republic (CZ)","17.03.2021 16:00 - 17.03.2021 17:00 (CET)","300","3892","260","1169","191","5","n/e","n/e","n/e","0","0","192","41","n/e","3488","63","283","201","27","n/e","101"
